ID,المدينة,اسم المنشأة,درجة تصنيف المنشأة,رقم الجوال,البريد الالكتروني,العنوان,الموقع الالكتروني
217,الدمام,شركة فيصل بن طلق بن نجاء العتيبي للاستشارات الهندسية شركة شخص واحد,6,592222177,gxx9009@hotmail.com,حي احد طريق الملك فهد,www.gmail
218,الدمام,الديار الخليجية للاستشارات الهندسية,2,592508060,ashrafsaiad40@gmail.com,,
219,الدمام,زهير بن سعيد بن عبدالله آل مدن للاستشارات الهندسية,2,503848232,ibenawm@yahoo.com,حي الزهور,https://zuhairalmadan.com
220,الدمام,ايار للاستشارات الهندسية,6,558447733,mshaelali81@gmail.com,,
221,الدمام,ارتكس للاستشارات الهندسية,5,555992287,ayedhaher@gmail.com,حي المنار,www.rmgulfl.com
222,الدمام,القواعد المتينة للاستشارات الهندسية,6,505880889,ahmed.aqaala@sfgroup.com.sa,,
223,جدة,عبدالعزيز سرحان الغامدي للاستشارات الهندسية,6,505608356,eng-asm@hotmail.com,حي الصفا- ابو سعيد الاصمعي و شارع الامير ماجد,www.albahasms.com
224,جدة,يزيد خالد السليمان للإستشارات الهندسية,,500887838,ysaoffice@hotmail.com,2666 Al Baladiah - Al Aziziyah,www.ysaarchitect.com
225,جدة,شركة سليمان عبدالله الخريجي للاستشارات الهندسية,3,550022972,solaiman@sak-consult.com,جدة حي الروضة,www.sak-consult.com
226,جدة,مكتب ناز للأستشارات الهندسية,,505346664,jed@nazec.co,حى البساتين,www.naz-sa.net/test
227,جدة,عبدالعزيز عبدالله اللنجاوي للاستشارات الهندسية,6,505627155,linjawi_consult@azizlinjawi.com,,
228,جدة,جمعان محمد عبدالله يماني الزهراني للاستشارات الهندسية,1,557887752,jamaan@outlook.sa,طريق الملك فهدالفرعي -مركز الملكة التجاري -بجوار المحكمة العامه-الدور الثاني مكتب 207,https://jamaanoffice.business.site
229,جدة,شركة كناز المتحدة للمقاولات,2,583077449,marwan.samman@kenaaz.com.sa,حي الزهراء,www.kenaaz.com.sa
230,جدة,سما السعودية للاستشارات الهندسية,6,505757045,info@sama-2020.com,حي الربوة,www.sama-2020.com
231,جدة,مؤسسة زكي محمد علي محمد حسن فارسي للتطوير العقاري,2,508212158,info@zakifarsigroup.com,الرويس - طريق الكورنيش - مبنى كورنيش بلازا,zakifarsigroup.com
232,جدة,سمر ابراهيم عبدالله الساسي للاستشارات الهندسية,6,590092147,info@saconsult.sa,البساتين,www.saconsult.sa
233,جدة,مؤسسة البناء الشامل للمقاولات,6,555535727,khalid-bannani@hotmail.com,جده- شارع الملك فهد - الشرفية - مركز العقيلي التجاري - الدور 5 مكتب رقم 502,khalid-bannani.com
234,جدة,محمد صالح الزامل للاستشارات الهندسية,6,555606057,mohammed.alzamil@zhiltd.com,طريق الأمير محمد بن عبدالعزيز - مبنى جوهرة التحلية - الدور الرابع - مكتب 405,www.mszaco.com
235,جدة,آفاق التخطيط للاستشارات الهندسية,6,507867329,tawfeekelsayed219@gmail.com,حى حوايا شارع وادى وج,afaqplanning.com
236,جدة,مدرج العمران للاستشارات الهندسية,5,590008970,mdragalomran3@gmail.com,ابحر الشمالية,https://engineering-consultant-1890.business.site/?m=true
237,جدة,المهندسون الاستشاريون العرب محرم باخوم وشريكه للاستشارات الهندسية,1,555617994,5310000492@email.com,,
238,جدة,شركة طلال محمد كردي للاستشارات الهندسية,1,505696914,info@tkc.com.sa,حي الاندلس - شارع الجهد المخلص - ص.ب 9778 جدة21423,www.tkc.com.sa
239,جدة,شركة الكنوز المتحدة للاستشارات الهندسية شركة مهنية شخص واحد,6,531107788,musfir@alkunouz.com,شارع حراء - الماسه سنتر - الدور الثاني - مكتب 105,alkunouz.com
240,جدة,مكتب إبراهيم صالح القاضي للاستشارات الهندسية,,552726315,Alkadiengconsult1@gmail.com,جدة شارع الستين,Alkadieng.co
241,جدة,شركة وسام محمد سالم الحسني للاستشارات الهندسية شركة مهنية شخص واحد,2,540919969,w.m161285@gmail.com,جدة - العزيزية,Officew-alhasani.com
242,جدة,الرؤية الأكبر للاستشارات الهندسية,6,562602222,wail.Dhafar.consultancy@Big-vision.org,حي النهضه شارع حراء مركز المنال للاعمال,Www.big-vision.org
243,جدة,محمد أسامة القباني للإستشارات الهندسية,6,505603806,samayaki@yahoo.com,حي الحمراء - شارع فلسطين,www.mokarchitects.com
244,جدة,المعمار المتطور للاستشارات الهندسية,3,566346677,pers4@ihcc.sa,شارع البترجي,www.3c-consultants.com
245,جدة,ماجد محمد بشناق للاستشارات الهندسية,6,540008081,majedbushnag@gmail.com,طريق الملك فهد حي العزيزية مدينة جدة,majedbushnag.gmail.com
246,جدة,باسم محمد علي حسب الله للاستشارات الهندسية,2,505355987,info@basimconsultant.com,جده- ابحر الشماليه,www.basimconsultant.com
247,جدة,مكتب انماء التخطيط للمساحة الأرضية,6,500055128,mohmd_gis@yahoo.com,جده حي الرحاب - شارع التحلية - مقابل الهرم,www.inma
248,جدة,خالد محمد تاج للاستشارات الهندسية,6,565236239,info@khaledal-faqih.com,جده شارع المدينة المنورة,khaledal-faqih.com
249,جدة,سميح علي مقبول للاستشارات الهندسية,6,505629005,smagboul@sm-architects.com,جدة - شارع عرفات - مركز قرطبة التجاري,http://sm-architects.com/
250,جدة,اعمار الصالحية للاستشارات الهندسية,6,555526922,emaaralsalehya@gmail.com,جدة - الروضة - محمد بن عبدالعزيز,non.com
251,جدة,الليم للاستشارات الهندسية,6,536344835,info@limedesign.com.sa,جدة الفيصلية شارع الملك فهد,not.com
252,جدة,شركة ترانسبو جروب وشريكه للاستشارات الهندسية,4,505668205,5310000533@email.com,جدة حي الشاطئ,www.hakengineering
253,جدة,مستشارك الفني للمساحة الارضية,6,504721121,advisertech@dalelk-tech.com,,
254,جدة,شركة امتداد للاستشارات الهندسية,6,542495890,info@expand-ksa.com,"الفكر الاسلامي، الرويس، جدة 23215",expand-ksa.com
255,جدة,شركة الابنية للاستشارات الهندسية شركة مهنية ذات مسؤولية محدودة من شخص واحد,3,592338989,test@abnia.com,جدة حي الفيصلية صيرفي ميجا مول مبنى المكاتب الدور الخامس,www.abnia.com
256,جدة,مكتب دار الأندلس مهندسون استشاريون,6,505616824,WAHEEB_KABLI@HOTMAIL.COM,الشرفية شارع التوبة,www.dar-alandalus.com
257,جدة,شركة مروان احمد مصطفى ناظر للاستشارات الهندسية شركة شخص واحد,6,505649859,marwannazer@hotmail.com,حي الاندلس شارع عبدالرحمن الطبيشي,www.marwannazer.com
258,جدة,شركة جعفر عبدالرحمن صباغ للاستشارات الهندسية,4,544552818,rhawsawi@sabbagh.sa,,
259,جدة,فيصل محمد المالكي للاستشارات الهندسية,6,555352888,faisalalmalky@gmail.com,شارع فلسطين بجوار المؤسسة العامة للتقاعد,info-malco.com
260,جدة,المهند عبدالله باشراحيل للاستشارات الهندسية,6,555500025,org@ambashrahil.com,حي البغدادبه-طريق الملك عبدالله-برج تمليك-الدور التاسع,www.bashrahil.org
261,جدة,شركة بروج للاستشارات الهندسية,6,506618022,buruoj@buruoj.com,حي الخالدية,www.buruoj.com
262,جدة,شركة حسين عوني قرملي للإستشارات الهندسية,6,556662212,Hussien@hofficegroup.com,جدة حي الفيصلية شارع محمد بن ماجة,hofficegroup.com
263,جدة,مدرار للاستشارات الهندسية,1,505617453,aaljared@maec-sa.com,"حي الشاطئ، مبنى الهيدكوارتر بزنس بارك",www.maec-sa.com
264,جدة,شركة الابداعات الوطنية للاستشارات الهندسية شركة شخص واحد,6,505710967,almountashri@yahoo.com,الامير فواز الجنوبي,almountashri.com
265,جدة,شركة المبدعون مهندسون استشاريون وشريكه للاستشارات الهندسية,1,504619866,info@innovators.com.sa,برج الاقتصاد الدولي - دوار السارية,innovators.com.sa
266,جدة,ياسر حامد بخيت للاستشارات الهندسية,6,500013500,bakheet.con@gmail.com,الامير ماجد,www.bakheet-group.com
267,جدة,شركة احمد عبدالرحمن محمد سعيد باناجه للاستشارات الهندسية شركة شخص واحد,6,567670055,f.mousa@banajaconsultant.com,شارع سعود الفيصل - برج روفان - مكتب 407,https://sahem.co/
268,جدة,اتقان المسافة للمساحة الأرضية,6,580716333,osgs44@hotmail.com,جده,not.com
269,جدة,فن التخطيط العمراني للإستشارات الهندسية,6,545663275,bazaid_consulting@hotmail.com,جدة,www.fun
270,جدة,التصميم العصري للاستشارات الهندسية,6,546086666,info@md4000.com,البساتين,https://md4000.com/
271,جدة,حمدان علي الغامدي للاستشارات الهندسية,2,505364892,halzayed@hamdanstudio.com,"Al Lulu District 6443, Jeddah 23821",https://www.hamdan.sa/
272,جدة,محمد سليمان المحمادي للاستشارات الهندسية,6,505627439,almehmadi@almehmadioffice.com,الفيصلية,almehmadialmehmadioffice.com
273,جدة,المتر لهندسة وفن العمارة,6,550154425,meter98khalid@gmail.com,حي العزيزيه,https://general-contractor-3505.business.site/?uti
274,جدة,الاخوان المتميزون للاستشارات الهندسية,6,533081555,n7861pak@gmail.com,جده,nasirandsoms.com
275,جدة,ماجد محمد الهرساني للاستشارات الهندسية,3,500488888,majed@majedharasani.com,حي الاندالس شارع عرفات مبني مشيره,www.majedharasani.com
276,جدة,وحدة التصميم الهندسي للاستشارات الهندسية,6,505619585,khalid@dunit.net,"2372, 23216,6055",WWW.DUNIT.NET
277,جدة,فن المعمار للاستشارات الهندسية,5,550236504,fn.almeamar@gmail.com,جدة شارع الستين,https://www.egycsweb.net/ige/
278,جدة,محمد جارالله الحارثي للمساحة الأرضية,6,549369169,harthysur@yahoo.com,جده حي العزيزية,radym7859gmail.com
